trojan,vmess,shadowsocks
2317603.0,2258070.0,2303164.0
2314081.0,2259635.0,2299770.0
2300941.0,2259693.0,2302316.0
2313716.0,2259137.0,2297529.0
2305192.0,2259274.0,2300393.0
2303590.0,2251993.0,2301415.0
2319159.0,2274956.0,2300003.0
2305772.0,2259046.0,2388071.0
2316908.0,2258518.0,2300258.0
2329127.0,2262920.0,2307440.0
2322107.0,2259107.0,2302987.0
2322281.0,2255277.0,2301028.0
2306576.0,2268011.0,2306863.0
2319007.0,2257877.0,2296975.0
2319903.0,2257633.0,2304374.0
2409512.0,2259235.0,2300014.0
2316678.0,2258997.0,2303231.0
2309635.0,2258273.0,2299281.0
2317488.0,2258078.0,2294969.0
2301446.0,2257797.0,2291058.0
2305072.0,2258512.0,2295441.0
2315396.0,2248039.0,2307827.0
2321871.0,2261582.0,2295764.0
2406373.0,2257218.0,2303337.0
2312213.0,2258768.0,2304863.0
2317383.0,2258938.0,2308488.0
2314531.0,2260155.0,2299056.0
2410852.0,2267135.0,2307700.0
2318119.0,2257637.0,2298080.0
2316018.0,2264696.0,2304070.0
2313631.0,2257088.0,2301427.0
2404127.0,2253114.0,2314165.0
2315178.0,2259227.0,2311933.0
2407746.0,2257115.0,2307843.0
2315786.0,2260846.0,2300085.0
2332602.0,2259682.0,2296723.0
2305815.0,2256781.0,2300477.0
2314175.0,2239174.0,2304296.0
2307617.0,2251116.0,2309913.0
2313666.0,2258973.0,2303148.0
2406666.0,2262245.0,2309307.0
2316079.0,2263164.0,2296831.0
2406399.0,2261935.0,2307406.0
2410175.0,2256338.0,2303561.0
2334530.0,2255530.0,2304731.0
2320963.0,2248830.0,2303392.0
2318199.0,2231328.0,2318565.0
2316654.0,2259438.0,2299351.0
2301878.0,2259692.0,2301331.0
2306366.0,2258121.0,2301589.0
2415143.0,2261799.0,2304807.0
2322786.0,2250680.0,2295176.0
2409325.0,2256308.0,2306942.0
2301934.0,2249888.0,2297987.0
2319527.0,2249304.0,2311040.0
2406082.0,2257126.0,2309374.0
2304163.0,2259317.0,2307832.0
2313380.0,2257967.0,2306713.0
2315019.0,2259239.0,2302231.0
2316423.0,2257908.0,2313646.0
2302424.0,2258520.0,2301401.0
2315803.0,2261920.0,2307610.0
2318493.0,2259317.0,2296050.0
2314212.0,2258886.0,2312668.0
2315379.0,2256244.0,2303937.0
2327978.0,2247224.0,2301873.0
2300406.0,2258776.0,2309077.0
2321583.0,2257158.0,2299086.0
2299707.0,2258500.0,2313874.0
2335267.0,2255613.0,2307164.0
2313707.0,2270142.0,2299330.0
2407177.0,2260400.0,2301232.0
2324040.0,2259910.0,2306649.0
2320609.0,2260927.0,2316757.0
2321910.0,2258310.0,2300228.0
2323649.0,2258235.0,2297861.0
2399784.0,2258398.0,2297147.0
2349279.0,2257735.0,2305608.0
2324343.0,2259063.0,2303003.0
2307102.0,2260058.0,2305748.0
2411725.0,2257200.0,2301671.0
2310367.0,2252579.0,2297112.0
2315886.0,2260067.0,2300217.0
2409501.0,2346862.0,2300034.0
2311302.0,2258769.0,2298532.0
2322589.0,2257687.0,2296125.0
2315193.0,2250186.0,2300569.0
2361512.0,2258130.0,2310724.0
2300866.0,2277062.0,2302974.0
2315720.0,2259144.0,2318705.0
2301997.0,2255502.0,2304268.0
2313869.0,2259845.0,2306731.0
2317282.0,2250817.0,2311749.0
2315594.0,2259066.0,2307164.0
2407801.0,2257010.0,2300640.0
2303432.0,2257603.0,2309734.0
2407237.0,2258769.0,2302964.0
2301973.0,2251190.0,2300389.0
2308210.0,2266017.0,2307683.0
2315858.0,2256744.0,2303175.0
2304097.0,2257909.0,2301608.0
2315677.0,2257860.0,2302452.0
2414995.0,2257082.0,2305910.0
2301836.0,2255381.0,2309642.0
2316907.0,2259489.0,2303899.0
2318087.0,2258021.0,2301590.0
2318415.0,2257165.0,2303962.0
2413023.0,2259362.0,2302371.0
2320353.0,2275953.0,2304733.0
2325326.0,2256676.0,2308693.0
2331532.0,2256777.0,2311162.0
2318203.0,2257416.0,2306536.0
2304297.0,2255995.0,2318454.0
2316652.0,2257801.0,2300438.0
2324536.0,2257515.0,2310989.0
2314147.0,2259875.0,2307116.0
2304504.0,2257241.0,2296968.0
2304617.0,2257797.0,2304930.0
2407792.0,2257850.0,2308103.0
2327877.0,2257284.0,2301024.0
2323470.0,2257806.0,2305233.0
2308026.0,2258945.0,2303356.0
2301820.0,2258753.0,2309075.0
2322974.0,2256595.0,2302101.0
2330248.0,2260455.0,2296386.0
2307968.0,2256083.0,2308741.0
2321824.0,2250892.0,2309453.0
2317324.0,2257925.0,2296303.0
2407886.0,2257191.0,2306412.0
2302538.0,2251126.0,2308511.0
2302387.0,2257294.0,2307037.0
2352678.0,2256531.0,2307143.0
2407539.0,2255546.0,2304522.0
2315682.0,2259288.0,2306724.0
2325912.0,2258715.0,2301085.0
2317888.0,2257885.0,2306453.0
2414705.0,2281392.0,2301188.0
2302584.0,2256491.0,2303839.0
2307388.0,2257742.0,2309752.0
2316208.0,2260105.0,2299726.0
2323949.0,2258072.0,2305388.0
2394677.0,2258361.0,2303883.0
2414417.0,2256887.0,2301065.0
2314851.0,2255417.0,2298533.0
2318207.0,2255718.0,2299829.0
2271027.0,2257665.0,2291822.0
293204.0,2257719.0,2306271.0
2267393.0,2257507.0,2301774.0
2272474.0,2255717.0,2299556.0
2271095.0,2257445.0,2305634.0
2270592.0,2259878.0,2306808.0
2271903.0,2266637.0,2300051.0
2268771.0,2248496.0,2302171.0
2273727.0,2250586.0,2294631.0
2270192.0,2261390.0,2337972.0
2270079.0,2259638.0,2313057.0
2273396.0,2259869.0,2327319.0
2271098.0,2258464.0,2324553.0
2269236.0,2264906.0,2327540.0
2272758.0,2258723.0,2326635.0
2273409.0,2271859.0,2321412.0
2282915.0,2262008.0,2321048.0
2266575.0,2258565.0,2325343.0
2266328.0,2255542.0,2347766.0
2270327.0,2258009.0,2350836.0
2268782.0,2348928.0,2346309.0
2270296.0,2257966.0,2310019.0
2312161.0,2259825.0,2316899.0
2272044.0,2260923.0,2314287.0
2270162.0,2265074.0,2321925.0
2266579.0,2262039.0,2315648.0
2270913.0,2263073.0,2316257.0
152330.0,2263738.0,2311743.0
208297.0,2261777.0,2317055.0
2156070.0,2263191.0,2338308.0
2270044.0,2265431.0,2311957.0
2272127.0,2264073.0,2315889.0
2270922.0,2262083.0,2315945.0
2271302.0,2260216.0,2334848.0
2271191.0,2260542.0,2315777.0
2269563.0,2302746.0,977846.0
2272268.0,2264235.0,2355078.0
2268991.0,2262428.0,2326836.0
2268265.0,2260663.0,2341868.0
2271439.0,2262122.0,2313846.0
2275249.0,2264726.0,5607.0
2270765.0,2267748.0,2313330.0
2272638.0,2263706.0,2409250.0
2268103.0,2262812.0,2319702.0
2285086.0,2262763.0,2350598.0
2269322.0,2292567.0,2349773.0
2277607.0,2262823.0,2351203.0
2268538.0,2260979.0,2351965.0
4779.0,2260649.0,2315257.0
2263408.0,2265114.0,2325715.0
4799.0,2262026.0,2360259.0
4799.0,2261175.0,2319415.0
4747.0,2262649.0,2321849.0
4759.0,2263564.0,777.0
4799.0,2264399.0,2319036.0
4831.0,2262736.0,2314203.0
4811.0,2263479.0,2315575.0
4695.0,2293895.0,2335956.0
4799.0,2262120.0,253620.0
4799.0,2263420.0,2329315.0
4739.0,2308954.0,2416977.0
4799.0,2261858.0,2342466.0
4735.0,2265242.0,2321161.0
2266962.0,2260453.0,2379047.0
2267715.0,2297533.0,2344206.0
2269792.0,2262874.0,2314287.0
2271937.0,2262174.0,2310627.0
2278399.0,2261300.0,2323067.0
2273087.0,2264652.0,2314282.0
2269914.0,2259106.0,2326015.0
2275041.0,2262261.0,2314598.0
2360454.0,2260555.0,2339363.0
2272742.0,2264589.0,2324707.0
2273738.0,2262550.0,2314960.0
2267037.0,2262812.0,2327465.0
2275297.0,2262689.0,2336034.0
2266954.0,2262955.0,2311175.0
2268805.0,2263410.0,2313382.0
2276048.0,2262002.0,2311169.0
2271300.0,2263641.0,2312669.0
2267163.0,2263170.0,2319951.0
2266086.0,2260603.0,2337415.0
2271847.0,2264572.0,2313668.0
2269632.0,2263941.0,2316891.0
2276964.0,2262309.0,2341080.0
2275063.0,2263656.0,2314305.0
2274586.0,2261871.0,2322571.0
2265369.0,2260619.0,2313895.0
2269771.0,2263237.0,2329013.0
2270379.0,2261313.0,2320105.0
2273660.0,2262806.0,2307681.0
2270428.0,2261974.0,2311593.0
2270406.0,2260765.0,2314175.0
2270919.0,2262581.0,2321144.0
2272183.0,2263564.0,2313964.0
2270153.0,2262272.0,2334732.0
2270285.0,2261393.0,2314550.0
2269231.0,2266143.0,2326972.0
2271816.0,2263911.0,2313236.0
2268634.0,2262166.0,2350458.0
2275363.0,2265720.0,2326981.0
2268337.0,2262741.0,2338200.0
2267302.0,2261926.0,2319517.0
2271985.0,2263527.0,2322397.0
2269251.0,2264139.0,2314494.0
2271530.0,2262190.0,2326982.0
2267156.0,2262940.0,2324985.0
2268835.0,2311656.0,2338489.0
2273492.0,2262729.0,2343513.0
2278847.0,2262296.0,2315761.0
2270938.0,2262181.0,2324028.0
2268488.0,2261792.0,2343762.0
2266241.0,2262728.0,2314765.0
2268230.0,2261399.0,2353896.0
2271776.0,2265492.0,2412584.0
2272768.0,2260115.0,2330222.0
2271089.0,2261404.0,2324191.0
2268942.0,2262006.0,2314932.0
2271929.0,2263254.0,2343693.0
2273162.0,2262098.0,2321458.0
2273273.0,2263314.0,2313042.0
2273841.0,2262632.0,2381345.0
2271324.0,2263380.0,2314048.0
2269552.0,2262922.0,2328773.0
2266700.0,2262507.0,2339646.0
2269657.0,2262624.0,2314023.0
2269510.0,2261452.0,2371642.0
2270125.0,2262223.0,2346221.0
2281487.0,2263648.0,2311747.0
2274358.0,2263958.0,2323709.0
2269780.0,2261574.0,2321169.0
42936.0,2262410.0,2312590.0
2277810.0,2261321.0,2352767.0
215898.0,2263037.0,2317366.0
2270631.0,2305286.0,2327012.0
2268214.0,2262943.0,2313052.0
2272227.0,2262281.0,2344517.0
2273027.0,2260780.0,2333592.0
2272295.0,2264975.0,2322975.0
2269111.0,2260897.0,2322336.0
2272634.0,2261566.0,2330557.0
2268405.0,2263614.0,2316639.0
2272558.0,2261600.0,2319283.0
2269395.0,2261183.0,2343178.0
36492.0,2262929.0,2343561.0
2270800.0,2263355.0,2320491.0
2273642.0,2263564.0,2314183.0
2277695.0,2264375.0,2339969.0
2270106.0,2259638.0,2412312.0
2273837.0,2263486.0,2330378.0
2271221.0,2267855.0,2314573.0
2265970.0,2263780.0,2334069.0
2277104.0,2263077.0,2314651.0
2269897.0,2262498.0,2347120.0
2268570.0,2262232.0,2343636.0
2270320.0,2262048.0,246159.0
2267989.0,2266534.0,2312057.0
2267143.0,2262629.0,2309255.0
2277444.0,2261449.0,2314437.0
2270731.0,2260840.0,2314429.0
2270831.0,2262588.0,2314778.0
2275182.0,2264016.0,2313171.0
2271715.0,2260793.0,2315895.0
2271037.0,2262821.0,2341812.0
2269899.0,2263608.0,2312621.0
2268586.0,2266774.0,2330830.0
2271071.0,2269646.0,2360798.0
2268366.0,2262481.0,2312600.0
2270938.0,2264049.0,2315596.0
2268111.0,2261815.0,2325309.0
2270534.0,2262789.0,250398.0
2275959.0,2351031.0,2347995.0
2269456.0,2261580.0,2350967.0
2271103.0,2261906.0,2322715.0
2269783.0,2263087.0,2315804.0
2272457.0,2263478.0,2385670.0
2272225.0,2261830.0,2315488.0
2275523.0,2265250.0,2308797.0
2266852.0,2264189.0,2316243.0
2267109.0,2261820.0,2314004.0
2271948.0,2267458.0,2339282.0
2270493.0,2263124.0,2339196.0
2268065.0,2264212.0,2362840.0
2272612.0,2261567.0,2319137.0
2269643.0,2262104.0,2318615.0
2275528.0,2264291.0,2313275.0
2281761.0,2296989.0,2340162.0
2269529.0,2261178.0,2318178.0
2271055.0,2265098.0,2317400.0
2322789.0,2260133.0,2314868.0
2269860.0,2262626.0,2314811.0
2269206.0,2260916.0,2336638.0
2269853.0,2303035.0,2344279.0
2268718.0,2263751.0,2325217.0
2271045.0,2261261.0,2314779.0
2269265.0,2262010.0,2310168.0
2268505.0,2265328.0,1080086.0
2270403.0,2262359.0,2315305.0
2266935.0,2262298.0,2345703.0
2273108.0,2262755.0,2310734.0
2272744.0,2264327.0,2315224.0
2271676.0,2262549.0,2342067.0
2353146.0,2263300.0,2313967.0
2272246.0,2262445.0,2316838.0
2278155.0,2261240.0,2314564.0
2287336.0,2261939.0,2321435.0
2269282.0,2262669.0,2312907.0
2266770.0,2262843.0,2326193.0
2270751.0,2263682.0,4777.0
2273199.0,2260876.0,2358124.0
2277592.0,2262208.0,2315707.0
2268437.0,2260888.0,2305922.0
2267862.0,2260135.0,2312983.0
2286605.0,2261002.0,2322520.0
2327048.0,2261154.0,2308542.0
2271858.0,2259381.0,2309125.0
2268527.0,2261046.0,777.0
2270610.0,2261228.0,325083.0
2270139.0,2265513.0,777.0
2270452.0,2262996.0,2087024.0
2273382.0,2262901.0,2309444.0
2271736.0,2260481.0,2309835.0
2271766.0,2265958.0,2307514.0
2268069.0,2260772.0,2310129.0
2272528.0,2266751.0,2311212.0
2274786.0,2261564.0,2313475.0
2271759.0,2261260.0,2308952.0
2272816.0,2261769.0,2308072.0
2271623.0,2266805.0,2319083.0
2271123.0,2262355.0,2308449.0
2317857.0,2260919.0,2308012.0
2274395.0,2261292.0,2307585.0
2269480.0,2263362.0,2318014.0
2329681.0,2266549.0,2308984.0
2270370.0,2262801.0,2307484.0
2270871.0,2262695.0,2307701.0
2336870.0,2265661.0,2309712.0
2289586.0,2260190.0,2309027.0
2295747.0,2262244.0,2309391.0
2293476.0,701327.0,2304385.0
2298689.0,1575138.0,2305753.0
2288432.0,2262770.0,2308372.0
2291247.0,2350299.0,2309157.0
2287087.0,2262345.0,2308688.0
2297593.0,2262531.0,2309852.0
2286113.0,2263929.0,2308567.0
2289877.0,2261826.0,2311848.0
2384535.0,2261773.0,2307090.0
2295923.0,2263721.0,2306836.0
2296167.0,2262437.0,2306107.0
2292998.0,2263814.0,2305437.0
2298272.0,2260090.0,2307322.0
2289141.0,2258832.0,2312175.0
2300578.0,2263672.0,2308621.0
2308934.0,2255429.0,2314687.0
2294565.0,2257603.0,2308519.0
2283852.0,2257838.0,2306436.0
2301827.0,2243522.0,2309279.0
2290151.0,2244283.0,2306978.0
2295383.0,2244313.0,2308877.0
2383292.0,2256333.0,2309982.0
2296355.0,2257884.0,2317733.0
2288880.0,2257481.0,2309268.0
2293709.0,2245463.0,2305945.0
2293632.0,2245134.0,2306230.0
2287815.0,2256855.0,2319027.0
2293059.0,2258070.0,2305272.0
2295919.0,2649263.0,2311125.0
2297869.0,2252352.0,2303719.0
2287630.0,2258548.0,2311857.0
2294953.0,2256274.0,2313140.0
2289843.0,2245830.0,2309854.0
2287150.0,2245509.0,2310256.0
2286765.0,2357190.0,2309655.0
2294323.0,2243914.0,2308475.0
2292869.0,2245888.0,2305961.0
2290029.0,2258537.0,2308128.0
2297818.0,2255659.0,2311770.0
2287313.0,2257016.0,2309731.0
2294943.0,2245743.0,2321059.0
2290419.0,2257036.0,2312573.0
2286348.0,2256245.0,2309086.0
2285572.0,2505229.0,2310910.0
2295770.0,2243289.0,2318368.0
2292756.0,2250567.0,2313614.0
2294009.0,2257577.0,2305251.0
2296197.0,2256340.0,2306614.0
2308380.0,2258372.0,2311369.0
2294371.0,2260867.0,2307843.0
2286360.0,2297588.0,2309111.0
2305856.0,2257762.0,2308985.0
2284464.0,2258121.0,2310744.0
2295565.0,2261784.0,2307404.0
2297404.0,2259738.0,2313578.0
2341620.0,2259138.0,2311073.0
2334334.0,2250429.0,2305301.0
2301052.0,2243405.0,2309430.0
2287982.0,2318088.0,2309236.0
2296274.0,731.0,2308359.0
2294994.0,2250992.0,2305557.0
2295136.0,2250347.0,2308066.0
2293030.0,2256904.0,2306859.0
2295638.0,2245263.0,2313059.0
2312383.0,2259999.0,2303110.0
2305996.0,2244131.0,2311345.0
2294280.0,2256442.0,2305768.0
2290830.0,2257670.0,2307732.0
2286529.0,2244961.0,2310642.0
2296423.0,2244132.0,2308349.0
2312488.0,2257046.0,2307345.0
2293526.0,2265466.0,2310777.0
2294722.0,2245116.0,2312031.0
2294797.0,2245090.0,2310311.0
2298995.0,2243980.0,2314635.0
2285568.0,2256665.0,2308522.0
2294356.0,2258296.0,2314345.0
2298847.0,2260734.0,2310180.0
2290605.0,2245988.0,2310912.0
2293888.0,2255870.0,2315597.0
2290861.0,2256143.0,2313102.0
2298019.0,2266242.0,2307806.0
2308639.0,2259503.0,2307145.0
2295908.0,2245411.0,2309786.0
2294023.0,2256299.0,2306961.0
2364531.0,2258346.0,2306622.0
2285408.0,2256148.0,2314764.0
2293354.0,2242687.0,2309733.0
2298451.0,2244422.0,2323214.0
2292611.0,2245365.0,2307786.0
2293454.0,2278571.0,2306355.0
2294636.0,2257752.0,2307225.0
2297531.0,2250917.0,2308280.0
4739.0,2257778.0,2311383.0
4641.0,2245905.0,2309599.0
2283047.0,2257423.0,2309991.0
5027.0,2248439.0,2308049.0
4739.0,2256615.0,2308883.0
4735.0,2244957.0,2308515.0
4759.0,2247411.0,2312209.0
4779.0,2289861.0,2312632.0
4779.0,2261395.0,2308838.0
4631.0,2249244.0,2309184.0
4739.0,2245504.0,2317876.0
4739.0,2258776.0,2309880.0
4759.0,2246528.0,2307998.0
4759.0,2256610.0,2312160.0
4695.0,2250222.0,2308675.0
4739.0,2256113.0,2310597.0
2295556.0,2252497.0,2308257.0
2300066.0,2257971.0,2310563.0
2294891.0,2257861.0,2311140.0
2288787.0,2260723.0,2310166.0
2299465.0,2245236.0,2311571.0
2288691.0,2298449.0,2310470.0
2284969.0,2249728.0,2307426.0
2307970.0,2251496.0,2320081.0
2294282.0,2248755.0,2311288.0
2302871.0,2257381.0,2309916.0
2310540.0,2260673.0,2306730.0
2293556.0,2262813.0,2309996.0
2296764.0,2252574.0,2309119.0
2293520.0,2257519.0,2308979.0
2292433.0,2250186.0,2308113.0
2295075.0,2256301.0,2312886.0
2299024.0,2249720.0,2310887.0
2297188.0,2255896.0,2318251.0
2287101.0,2259096.0,2306278.0
2288246.0,2246453.0,2316174.0
2287324.0,2248547.0,2307485.0
2286958.0,2264496.0,2310852.0
2285017.0,2252090.0,2313859.0
2293268.0,2245655.0,2310400.0
2292234.0,2245749.0,2311618.0
2298807.0,2245980.0,2305885.0
2295045.0,2260280.0,2309843.0
2288681.0,2255493.0,2309821.0
2289200.0,2245865.0,2304462.0
2292559.0,2256437.0,2310792.0
2294750.0,2256925.0,2307566.0
2293915.0,2256126.0,2310541.0
2296566.0,2258965.0,2308605.0
2301145.0,2263410.0,2309444.0
2294844.0,2258284.0,2309066.0
2294234.0,2257953.0,2308246.0
2294531.0,2244598.0,2308299.0
2295343.0,2245062.0,2306226.0
2286801.0,2248595.0,2310853.0
2293568.0,2246202.0,2311382.0
2297978.0,2245652.0,2307188.0
2286588.0,2257933.0,2305756.0
2296947.0,2257408.0,2311574.0
2289973.0,2246273.0,2310338.0
2294480.0,2244934.0,2307199.0
2289401.0,2257778.0,2314103.0
2293787.0,2258146.0,2303307.0
2308616.0,2258167.0,2321921.0
2378311.0,2254604.0,2308267.0
2287926.0,2263853.0,2306057.0
2284624.0,2246182.0,2308426.0
2300185.0,2256971.0,2308707.0
2299545.0,2244007.0,2305905.0
2293139.0,2247389.0,2311044.0
2295172.0,2257932.0,2311421.0
2296932.0,2243674.0,2322761.0
2295605.0,2244815.0,2310813.0
2298242.0,2257511.0,2306233.0
2300111.0,2245858.0,2307935.0
2293079.0,2256287.0,2313230.0
2301092.0,2255972.0,2321557.0
2303371.0,2258403.0,2311006.0
2297804.0,2247421.0,2310010.0
2301249.0,2257532.0,2310218.0
2299360.0,2260455.0,2308405.0
2288985.0,2255726.0,2310469.0
2294949.0,2258459.0,2311477.0
2296072.0,2257186.0,2307399.0
2293179.0,2248013.0,2311353.0
2301442.0,2256951.0,2310527.0
2293276.0,2247777.0,2308781.0
2296732.0,2255731.0,2311854.0
2288795.0,2257470.0,2305112.0
2306259.0,2245180.0,2312631.0
2291633.0,2243589.0,2307973.0
2300483.0,2248166.0,2307094.0
2336005.0,2258357.0,2307188.0
2292320.0,2257073.0,2308738.0
2295487.0,2250544.0,2433147.0
2291430.0,2258230.0,2432355.0
2302041.0,2248793.0,2431742.0
4739.0,2266367.0,2430474.0
2290507.0,2258378.0,2431040.0
4695.0,2257243.0,2431509.0
4739.0,2255748.0,2432164.0
4759.0,2244035.0,2432541.0
4739.0,2262916.0,2432769.0
4799.0,2258089.0,2431436.0
4739.0,2258331.0,2428894.0
4739.0,2257261.0,2428847.0
4799.0,2248104.0,2431575.0
4739.0,2257972.0,2430835.0
4799.0,2258334.0,2432295.0
4803.0,2256104.0,2430164.0
4739.0,2255680.0,2429210.0
4779.0,2242863.0,2430976.0
2294554.0,2258913.0,2430964.0
2285568.0,2265484.0,2430753.0
2319805.0,2245385.0,2428246.0
2292582.0,2249374.0,2428743.0
2294232.0,2246248.0,2431557.0
2297428.0,2245204.0,2430188.0
2382708.0,2255593.0,2418784.0
2290485.0,2247737.0,2334878.0
2295843.0,2248435.0,2428359.0
2291008.0,2250518.0,2429725.0
2298019.0,2246001.0,2426636.0
2298607.0,2258935.0,2429819.0
2289091.0,2245312.0,2431748.0
2294818.0,2257489.0,2430307.0
2292327.0,2257873.0,2434898.0
2292292.0,2243847.0,2452645.0
2298404.0,2249872.0,2430478.0
2294787.0,2259685.0,2429412.0
2296531.0,2256970.0,2430420.0
2355264.0,2246331.0,2430472.0
2299534.0,2256207.0,2431193.0
2296486.0,2247524.0,2426619.0
2285871.0,2251268.0,2431586.0
2298297.0,2245771.0,2429908.0
2284317.0,2257421.0,2429227.0
2287539.0,2255507.0,2428759.0
2302583.0,2257195.0,2453462.0
2287939.0,2246269.0,2427329.0
2297422.0,2258512.0,2427327.0
2287288.0,2250167.0,2432640.0
2459452.0,2250691.0,2429340.0
2369316.0,2259546.0,2429995.0
2354193.0,2248849.0,2428782.0
2368272.0,2258552.0,2429352.0
2361459.0,2257190.0,2446815.0
2359414.0,2245589.0,2426524.0
2363314.0,2257413.0,2429097.0
2378805.0,2259365.0,2431672.0
2369716.0,2243409.0,2432956.0
2381229.0,2267850.0,2429863.0
2370618.0,2245984.0,2428761.0
2369189.0,2230746.0,2432083.0
2440700.0,196018.0,2431916.0
2369755.0,2245853.0,2430911.0
2368243.0,196822.0,2432652.0
2358452.0,2245253.0,2431242.0
2360103.0,2257671.0,2430709.0
2364898.0,2249142.0,2431955.0
2365155.0,2245003.0,2430311.0
2363894.0,2264078.0,2431889.0
2361086.0,2247905.0,2432232.0
2367314.0,194764.0,2429252.0
2369783.0,2245782.0,2436273.0
2367296.0,2245664.0,2431198.0
2362283.0,2268709.0,2433297.0
2369382.0,2265682.0,2428765.0
2358458.0,195882.0,2432599.0
2361920.0,2264737.0,2430625.0
2370067.0,2243815.0,2431719.0
2377279.0,2265572.0,2444943.0
2362169.0,2264893.0,2430108.0
2368153.0,2265513.0,2404411.0
2367716.0,195776.0,2429911.0
2367930.0,196362.0,2429580.0
2359358.0,2265439.0,2431674.0
2367305.0,2243209.0,2427243.0
2359806.0,2256342.0,2446036.0
2363297.0,2266007.0,2430507.0
2358428.0,196312.0,2432086.0
2365471.0,2266418.0,2431710.0
2380376.0,2245298.0,2428322.0
2364470.0,2281303.0,2430051.0
2363762.0,2265891.0,2428460.0
2375592.0,2266374.0,2429843.0
2358910.0,2243225.0,2437649.0
2359744.0,2264284.0,2428352.0
2450922.0,2265262.0,2428674.0
2359224.0,2266106.0,2429956.0
2375403.0,2246101.0,2430534.0
2367493.0,2264045.0,2430595.0
2363222.0,2245085.0,2429415.0
2368573.0,196156.0,2431313.0
2373531.0,2243920.0,2428721.0
2363869.0,2265147.0,2429657.0
2359078.0,2248109.0,2434449.0
2369024.0,194725.0,2429947.0
2379679.0,2245262.0,2428138.0
6758.0,2263259.0,2434475.0
2362794.0,2265019.0,2426864.0
2369244.0,2245602.0,2429474.0
2369140.0,2244512.0,2429654.0
2359838.0,2245075.0,2430793.0
2367172.0,2245305.0,2432311.0
2354356.0,2373988.0,2431771.0
2368874.0,2268633.0,2428576.0
2360545.0,2289825.0,2429793.0
2374017.0,2245504.0,2424226.0
2368302.0,2248806.0,2430683.0
2371757.0,2265893.0,2429733.0
2364585.0,2246029.0,2428693.0
2365560.0,2267053.0,2431171.0
2357838.0,195422.0,2431248.0
2374338.0,2266532.0,2430190.0
2363232.0,2264667.0,2427913.0
2355159.0,2245603.0,2436663.0
2354843.0,2294830.0,2431537.0
2362995.0,2264112.0,2430556.0
2362134.0,2254652.0,2432637.0
2368616.0,2262963.0,2428652.0
2359322.0,2269316.0,2431958.0
2360258.0,2245725.0,2431661.0
2374352.0,2245194.0,2429811.0
2354365.0,2245372.0,2424963.0
2358158.0,196348.0,2433880.0
2356406.0,2265793.0,2433105.0
2369180.0,2266067.0,2431249.0
2361536.0,2263755.0,2434901.0
2376258.0,2265010.0,2426213.0
2359884.0,2266223.0,2426506.0
2368600.0,2266468.0,2432397.0
2381350.0,2264804.0,2430982.0
2360182.0,2297956.0,2431848.0
2363286.0,2263206.0,2395421.0
2361535.0,2256085.0,2431916.0
2453409.0,196641.0,2427330.0
2360284.0,2247017.0,2441375.0
2364314.0,194751.0,2429398.0
2364569.0,2265930.0,2430938.0
2360670.0,2243893.0,2426211.0
2374705.0,2265940.0,2429861.0
2358410.0,2266333.0,2431181.0
